"#account_id",$part_date,_col2
1863680459,2019-11-11,1
1913393823,2019-11-11,1
1927032835,2019-11-11,1
1920199427,2019-11-11,4
1927414038,2019-11-11,1
1859288509,2019-11-11,1
1931847168,2019-11-11,1
1877518951,2019-11-11,1
1919721990,2019-11-11,1
1872637629,2019-11-11,1
1913755711,2019-11-11,3
1922498285,2019-11-11,1
1925461069,2019-11-14,1
1850430628,2019-11-14,1
1932701495,2019-11-14,1
1849445438,2019-11-14,1
1912975427,2019-11-14,1
1931926271,2019-11-14,1
1858354669,2019-11-14,1
1930061097,2019-11-13,1
1932287433,2019-11-13,1
1926264210,2019-11-13,2
1913937266,2019-11-13,1
1932506881,2019-11-13,1
1916070196,2019-11-14,1
1870333301,2019-11-14,2
1920891320,2019-11-13,1
1932438763,2019-11-13,5
1914320203,2019-11-13,5
1846432592,2019-11-13,2
1927706136,2019-11-14,2
1868317288,2019-11-14,1
1850821359,2019-11-13,1
1923333790,2019-11-13,1
1917184558,2019-11-13,1
1927863160,2019-11-13,2
1927362133,2019-11-13,1
1854476090,2019-11-14,5
1930907085,2019-11-14,1
1932223147,2019-11-14,1
1844697628,2019-11-13,1
1850631607,2019-11-13,1
1846506610,2019-11-13,1
1868198884,2019-11-13,1
1920652722,2019-11-13,1
1855537929,2019-11-14,1
1851168803,2019-11-14,1
1864028056,2019-11-14,2
1844239584,2019-11-13,1
1843134457,2019-11-13,1
1931786257,2019-11-11,2
1923741049,2019-11-11,1
1868932821,2019-11-11,2
1922712471,2019-11-11,1
1916620405,2019-11-11,1
1931016566,2019-11-11,1
1930797314,2019-11-11,1
1932091180,2019-11-11,1
1932152706,2019-11-11,1
1849720506,2019-11-11,1
1931150411,2019-11-11,2
1912385047,2019-11-11,1
1930399308,2019-11-11,1
1853237109,2019-11-11,2
1851234014,2019-11-11,1
1876590392,2019-11-11,1
1850381291,2019-11-11,1
1931330401,2019-11-11,1
1931547375,2019-11-13,1
1927219341,2019-11-13,1
1848387730,2019-11-13,1
1930188744,2019-11-10,3
1930830258,2019-11-10,1
1931761732,2019-11-10,1
1920199427,2019-11-10,1
1930324119,2019-11-10,1
1930931436,2019-11-10,3
1929751192,2019-11-10,2
1915029194,2019-11-10,1
1877592481,2019-11-10,1
1913952084,2019-11-10,1
1857824300,2019-11-10,1
1847165445,2019-11-10,3
1911650523,2019-11-10,1
1915861129,2019-11-10,1
1919861487,2019-11-10,1
1866191137,2019-11-10,2
1853294146,2019-11-10,1
1921457799,2019-11-10,1
1931883975,2019-11-10,1
1856844242,2019-11-10,1
1922742124,2019-11-10,1
1930959005,2019-11-10,1
1931701927,2019-11-10,2
1931697115,2019-11-10,1
1863661885,2019-11-10,1
1852860068,2019-11-10,1
1861768660,2019-11-10,1
1838286925,2019-11-12,1
1930343921,2019-11-12,4
1923707408,2019-11-12,1
1931858114,2019-11-12,2
1930936627,2019-11-12,1
1858995829,2019-11-12,1
1858955444,2019-11-12,1
1931571336,2019-11-12,1
1927758049,2019-11-12,2
1873536459,2019-11-12,1
1924149840,2019-11-12,1
1932257493,2019-11-12,1
1865770227,2019-11-14,1
1932117754,2019-11-14,1
1932765945,2019-11-14,1
1870313751,2019-11-14,1
1862537466,2019-11-10,1
1853383832,2019-11-10,1
1922927375,2019-11-10,1
1930239165,2019-11-10,1
1862391710,2019-11-10,12
1931310035,2019-11-10,1
1931028242,2019-11-10,1
1846954566,2019-11-10,1
1923449500,2019-11-10,1
1911432584,2019-11-10,3
1851047728,2019-11-10,1
1863605009,2019-11-10,1
1931936770,2019-11-10,1
1922606065,2019-11-10,4
1931916835,2019-11-10,2
1931790380,2019-11-10,2
1931847168,2019-11-10,3
1846253167,2019-11-10,2
1923085201,2019-11-10,1
1925153206,2019-11-10,1
1922932856,2019-11-10,1
1924461394,2019-11-10,1
1931832912,2019-11-10,1
1923675195,2019-11-14,1
1921268741,2019-11-11,1
1929921649,2019-11-11,1
1922671137,2019-11-11,1
1861987521,2019-11-11,3
1922137213,2019-11-11,1
1924279163,2019-11-11,1
1925255152,2019-11-11,1
1913760319,2019-11-11,1
1850974611,2019-11-11,1
1931704643,2019-11-11,1
1843134457,2019-11-11,1
1857639076,2019-11-11,1
1931345149,2019-11-11,1
1851692713,2019-11-11,1
1878339237,2019-11-11,1
1925260305,2019-11-11,1
1919373816,2019-11-11,1
1926446508,2019-11-11,2
1854402972,2019-11-11,1
1931317089,2019-11-11,1
1858596673,2019-11-11,1
1932118490,2019-11-11,1
1850951407,2019-11-11,1
1931700191,2019-11-11,1
1922288949,2019-11-11,1
1921022366,2019-11-11,1
1868500727,2019-11-13,1
1932331580,2019-11-13,1
1867067331,2019-11-10,4
1861358999,2019-11-10,3
1931886380,2019-11-10,1
1847428497,2019-11-10,1
1922447428,2019-11-10,1
1928398345,2019-11-10,1
1928923705,2019-11-10,2
1923609441,2019-11-10,1
1931795735,2019-11-10,2
1931412491,2019-11-10,2
1863094429,2019-11-14,1
1932341303,2019-11-13,3
1929729566,2019-11-13,3
1927599886,2019-11-13,1
1865833979,2019-11-13,1
1932540656,2019-11-13,1
1931063005,2019-11-13,2
1923124980,2019-11-13,1
1912687623,2019-11-13,1
1923769061,2019-11-13,1
1867143474,2019-11-13,2
1921276413,2019-11-13,1
1859819751,2019-11-13,1
1931633721,2019-11-13,1
1927820388,2019-11-14,2
1922596105,2019-11-14,1
1845894899,2019-11-14,1
1918061495,2019-11-14,1
1872435957,2019-11-14,2
1930500355,2019-11-13,1
1852884914,2019-11-14,1
1931311349,2019-11-14,1
1925491443,2019-11-12,3
1859966441,2019-11-12,1
1928100406,2019-11-12,1
1929884234,2019-11-12,3
1868490470,2019-11-12,2
1914541187,2019-11-12,1
1932190389,2019-11-12,2
1930206526,2019-11-12,1
1928390396,2019-11-12,1
1929635511,2019-11-12,1
1917383478,2019-11-12,1
1914235958,2019-11-12,1
1927390456,2019-11-12,1
1859894481,2019-11-12,1
1932188789,2019-11-12,3
1930369053,2019-11-12,1
1850251895,2019-11-12,1
1914320203,2019-11-12,9
1931964603,2019-11-12,1
1913061481,2019-11-14,1
1853060255,2019-11-14,1
1875969872,2019-11-13,3
1875607980,2019-11-13,1
1931754706,2019-11-13,1
1853088991,2019-11-13,2
1849100351,2019-11-10,2
1851239463,2019-11-10,1
1911255877,2019-11-10,1
1845654532,2019-11-10,2
1849358834,2019-11-10,1
1847233257,2019-11-10,1
1838449301,2019-11-10,1
1924154325,2019-11-10,1
1926106846,2019-11-10,1
1931954145,2019-11-10,1
1917516425,2019-11-10,1
1877883892,2019-11-10,1
1869900881,2019-11-10,1
1923483612,2019-11-10,1
1931479414,2019-11-10,1
1931582612,2019-11-10,1
1927874745,2019-11-10,1
1877309234,2019-11-10,1
1854777703,2019-11-10,1
1866128068,2019-11-10,1
1930380073,2019-11-10,1
1931779859,2019-11-10,1
1928288397,2019-11-10,1
1912832676,2019-11-10,1
1851989485,2019-11-10,1
1847705313,2019-11-10,1
1846976167,2019-11-10,1
1919347766,2019-11-14,1
1932540656,2019-11-14,1
1850880303,2019-11-14,1
1930836638,2019-11-14,1
1866253160,2019-11-14,1
1914212036,2019-11-13,2
1913722298,2019-11-13,1
1874944690,2019-11-13,1
1846568450,2019-11-13,1
1917836547,2019-11-13,1
1912832676,2019-11-13,6
1877919641,2019-11-13,1
1846046514,2019-11-13,2
1853329775,2019-11-13,1
1923997497,2019-11-13,1
1925726448,2019-11-12,2
1922697547,2019-11-12,2
1927832630,2019-11-12,1
1932331580,2019-11-12,7
1925847889,2019-11-12,1
1932328760,2019-11-12,1
1846907007,2019-11-12,1
1931994082,2019-11-12,1
1874580227,2019-11-12,1
1846754970,2019-11-12,1
1862985365,2019-11-12,1
1919288720,2019-11-12,1
1867223027,2019-11-12,1
1847947257,2019-11-12,1
1932217767,2019-11-12,1
1864002797,2019-11-12,1
1931439456,2019-11-12,2
1861520654,2019-11-12,1
1932410311,2019-11-12,1
1932424121,2019-11-12,1
1929515405,2019-11-12,1
1932422693,2019-11-12,1
1926751391,2019-11-12,1
1923459864,2019-11-12,1
1932262602,2019-11-12,1
1925773331,2019-11-12,1
1862462848,2019-11-13,2
1932163835,2019-11-14,3
1931373775,2019-11-14,1
1932038976,2019-11-14,2
1931999697,2019-11-14,1
1859245802,2019-11-14,1
1915656633,2019-11-14,1
1850805866,2019-11-11,1
1932029851,2019-11-11,1
1931257927,2019-11-11,1
1845961504,2019-11-11,1
1924016112,2019-11-11,2
1870333301,2019-11-11,1
1920859143,2019-11-11,1
1919724141,2019-11-11,1
1918258417,2019-11-11,1
67834,2019-11-11,1
1914107657,2019-11-11,1
1932079094,2019-11-11,1
1915362540,2019-11-11,1
1932162503,2019-11-11,9
1862391710,2019-11-11,1
1930238574,2019-11-11,1
1932169202,2019-11-11,1
1874580227,2019-11-11,1
1915187334,2019-11-11,1
1916776694,2019-11-11,1
1929905513,2019-11-11,1
1918487567,2019-11-11,3
1930571079,2019-11-11,1
1917636049,2019-11-11,1
1932163611,2019-11-13,1
1869281085,2019-11-13,1
1850692304,2019-11-13,1
1913904575,2019-11-14,1
1862592425,2019-11-14,1
1932647815,2019-11-14,1
1863146426,2019-11-14,1
1852743133,2019-11-14,2
1858954385,2019-11-14,1
1913916911,2019-11-13,1
1925236432,2019-11-13,1
1930609937,2019-11-10,4
1916993438,2019-11-10,1
1863365712,2019-11-10,1
1927567527,2019-11-10,1
1927798543,2019-11-10,1
1931763827,2019-11-10,1
1931434224,2019-11-10,1
1928582106,2019-11-10,1
1931985672,2019-11-10,1
1846153859,2019-11-10,1
1930318125,2019-11-10,1
1865934102,2019-11-10,1
1919612690,2019-11-10,1
1930061097,2019-11-10,1
1931833498,2019-11-10,1
1850745719,2019-11-10,1
1917275525,2019-11-10,1
1931849155,2019-11-10,1
1855944768,2019-11-10,1
1851396282,2019-11-10,1
1928201654,2019-11-10,1
1860187903,2019-11-10,1
1923861344,2019-11-10,1
1879175267,2019-11-10,1
1931682745,2019-11-10,1
1931689402,2019-11-10,1
1853274427,2019-11-10,5
1922180036,2019-11-10,1
1920199427,2019-11-14,1
1853018575,2019-11-14,1
1923276699,2019-11-14,1
1921079924,2019-11-13,1
1931658189,2019-11-13,1
1932342393,2019-11-13,1
1915120045,2019-11-13,1
1846741255,2019-11-13,2
1923458566,2019-11-13,1
1923085201,2019-11-12,1
1927936320,2019-11-12,2
1923224255,2019-11-12,5
1930881019,2019-11-12,1
1863943737,2019-11-12,4
1931646498,2019-11-12,3
1916327078,2019-11-12,1
1859432071,2019-11-12,1
1853066304,2019-11-12,2
1920199427,2019-11-12,1
1919396700,2019-11-12,1
1850805866,2019-11-12,1
1848107845,2019-11-12,2
1865174718,2019-11-12,2
1929374456,2019-11-12,1
1919616207,2019-11-12,2
1846718480,2019-11-12,1
1920219959,2019-11-12,1
1927653994,2019-11-12,1
1915543916,2019-11-12,1
1931514091,2019-11-12,1
1921039110,2019-11-12,1
1913916911,2019-11-12,1
1849347616,2019-11-12,1
1922292922,2019-11-12,1
1838286925,2019-11-13,1
1932069459,2019-11-13,1
1931840311,2019-11-14,1
1932649758,2019-11-14,2
1913379051,2019-11-14,1
1918756350,2019-11-13,1
1868719248,2019-11-11,1
1863148171,2019-11-11,1
1845392202,2019-11-11,1
1929882035,2019-11-11,1
1931265515,2019-11-11,1
1850222256,2019-11-11,2
1925153206,2019-11-11,1
1846984950,2019-11-11,6
1925726448,2019-11-11,2
1915811540,2019-11-11,14
1916327078,2019-11-11,1
1865256760,2019-11-11,1
1932135954,2019-11-11,1
1928372380,2019-11-11,1
1853329775,2019-11-11,1
1916327078,2019-11-13,1
1863385603,2019-11-13,1
1920749521,2019-11-13,1
1856556110,2019-11-13,1
1928388395,2019-11-14,1
1859849979,2019-11-14,1
1867143474,2019-11-14,1
1851342887,2019-11-14,1
1932757888,2019-11-14,2
1863136554,2019-11-13,2
1932431383,2019-11-13,1
1931762280,2019-11-10,7
1864517150,2019-11-10,2
1930502573,2019-11-10,1
1857523102,2019-11-10,1
1925162190,2019-11-10,1
1857878516,2019-11-10,2
1859221888,2019-11-10,1
1865990835,2019-11-10,1
1859541048,2019-11-10,1
1922620718,2019-11-10,1
1917985406,2019-11-10,2
1847968068,2019-11-10,1
1931837058,2019-11-10,1
1931952513,2019-11-10,1
1931292097,2019-11-10,1
1922008641,2019-11-10,1
1846506497,2019-11-10,1
1878219107,2019-11-10,1
1931861474,2019-11-10,2
1877124308,2019-11-10,1
1928238833,2019-11-10,1
1848520235,2019-11-10,1
1866812927,2019-11-10,1
1853372539,2019-11-10,1
1931730362,2019-11-10,1
1853416538,2019-11-10,1
1931843175,2019-11-10,1
1847631091,2019-11-10,2
1850648160,2019-11-10,1
1848267037,2019-11-10,1
1861849987,2019-11-10,1
1926322512,2019-11-10,1
1931699215,2019-11-10,1
1873004437,2019-11-10,1
1915688437,2019-11-10,1
1848810986,2019-11-10,1
1931787652,2019-11-10,1
1867903676,2019-11-10,1
1930604534,2019-11-10,1
1864030431,2019-11-10,1
1861192346,2019-11-10,1
1872009676,2019-11-14,1
1931908476,2019-11-14,1
1860173289,2019-11-14,1
1931923476,2019-11-14,1
1917006913,2019-11-14,1
1919929946,2019-11-14,1
1872772312,2019-11-14,1
1922671137,2019-11-14,1
1873926341,2019-11-13,1
1927289296,2019-11-13,1
1857523102,2019-11-13,2
1846984950,2019-11-13,3
1847473512,2019-11-13,1
1927348092,2019-11-13,2
1916252624,2019-11-13,1
1871061997,2019-11-13,1
1852082142,2019-11-13,1
1927042665,2019-11-13,1
1911255877,2019-11-13,1
1916109867,2019-11-13,1
1867223027,2019-11-13,2
1845210232,2019-11-13,1
1846097571,2019-11-14,2
1876013757,2019-11-14,1
1848828034,2019-11-14,1
1878703414,2019-11-12,1
1932307488,2019-11-12,1
1867666479,2019-11-12,1
1922198043,2019-11-12,1
1914212036,2019-11-12,1
1863148171,2019-11-12,1
1848337926,2019-11-12,1
1932196966,2019-11-12,5
1913859481,2019-11-12,1
1917372910,2019-11-12,1
1931046957,2019-11-12,1
1925153206,2019-11-12,1
1919906070,2019-11-12,1
1846985775,2019-11-12,2
1931314884,2019-11-12,2
1914823024,2019-11-13,1
1930306962,2019-11-13,1
1912744748,2019-11-13,4
1861513460,2019-11-13,1
1920633465,2019-11-13,2
1929571346,2019-11-13,1
1910374585,2019-11-13,1
1926597700,2019-11-13,1
1920366769,2019-11-13,1
1930372681,2019-11-13,1
1916975593,2019-11-11,8
1931616959,2019-11-11,1
1926998126,2019-11-11,1
1924686787,2019-11-11,1
1921214610,2019-11-11,1
1918771719,2019-11-11,3
1922040852,2019-11-11,2
1863065145,2019-11-11,1
1922287766,2019-11-11,1
1870509952,2019-11-11,1
1932060067,2019-11-11,1
1920754275,2019-11-11,1
1928033882,2019-11-11,1
1878999821,2019-11-11,1
1862462848,2019-11-11,1
1929911747,2019-11-11,1
1847622172,2019-11-11,1
1913712998,2019-11-11,1
1930874182,2019-11-11,1
1866752449,2019-11-14,1
1861768660,2019-11-14,1
1915872587,2019-11-14,2
1855375397,2019-11-14,1
1866810412,2019-11-14,2
1865833979,2019-11-14,1
1917985406,2019-11-13,1
1932429950,2019-11-13,1
1928219965,2019-11-10,1
1925953488,2019-11-10,1
1873873881,2019-11-10,1
1912460965,2019-11-10,1
1912322465,2019-11-10,2
1931065926,2019-11-10,1
1920239256,2019-11-10,2
1849196647,2019-11-10,1
1931602655,2019-11-10,2
1856709438,2019-11-10,1
1864009028,2019-11-10,2
1861935353,2019-11-10,1
1931732968,2019-11-10,3
1929646120,2019-11-10,1
1918448589,2019-11-10,2
1928474063,2019-11-10,1
1916379094,2019-11-10,2
1867721491,2019-11-10,2
1922954363,2019-11-10,1
1925013332,2019-11-10,2
1922476776,2019-11-10,2
1918422766,2019-11-10,2
1929298957,2019-11-10,1
1930347030,2019-11-10,1
1932102536,2019-11-14,1
1925822523,2019-11-14,1
1924279163,2019-11-14,1
1932617014,2019-11-14,1
1915187334,2019-11-14,2
1932627193,2019-11-14,1
1915067642,2019-11-13,1
1854686240,2019-11-13,1
1879415021,2019-11-13,1
1848465875,2019-11-13,1
1921750412,2019-11-12,2
1932325682,2019-11-12,1
1927289296,2019-11-12,4
1931585286,2019-11-12,1
1932279422,2019-11-12,1
1932204769,2019-11-12,1
1931310035,2019-11-12,2
1870333301,2019-11-12,1
1929002237,2019-11-12,1
1916748493,2019-11-12,1
1854485669,2019-11-12,1
1924883069,2019-11-12,1
1932361962,2019-11-12,1
1931615223,2019-11-12,1
1922257303,2019-11-12,1
1877073190,2019-11-12,1
1930548224,2019-11-12,1
1928099378,2019-11-13,1
1847705313,2019-11-14,1
1919529908,2019-11-14,1
1932251279,2019-11-14,1
1911164827,2019-11-14,1
1932286213,2019-11-14,1
1918910763,2019-11-14,1
1876313054,2019-11-14,1
1852250931,2019-11-14,1
1932320655,2019-11-13,1
1932503146,2019-11-13,1
1923978340,2019-11-11,1
1932018600,2019-11-11,1
1932038321,2019-11-11,1
1931926271,2019-11-11,4
1932007066,2019-11-11,2
1927348092,2019-11-11,1
1930840863,2019-11-11,1
1926728047,2019-11-11,1
1929871837,2019-11-11,1
1932081877,2019-11-11,1
1931341048,2019-11-11,1
1914212036,2019-11-11,1
1931454056,2019-11-11,1
1929109222,2019-11-11,1
1846603924,2019-11-11,4
1931994082,2019-11-11,3
1920324185,2019-11-11,1
1874807751,2019-11-11,1
1931516622,2019-11-13,1
1865990835,2019-11-13,1
1925609173,2019-11-13,1
1852012777,2019-11-13,1
1929729566,2019-11-14,2
1875165929,2019-11-14,1
1928366266,2019-11-14,1
1872615177,2019-11-14,1
1922389760,2019-11-13,2
1931394986,2019-11-10,1
1922596105,2019-11-10,1
1876219798,2019-11-10,1
1924004778,2019-11-10,1
1931709318,2019-11-10,1
1926556489,2019-11-10,1
1931704499,2019-11-10,1
1929939396,2019-11-10,1
1916132897,2019-11-10,1
1930138739,2019-11-10,3
1930612360,2019-11-10,1
1913722298,2019-11-10,1
1926655576,2019-11-10,4
1923726175,2019-11-10,1
1931474609,2019-11-10,1
1931215188,2019-11-10,2
1852518129,2019-11-10,1
1931793896,2019-11-10,2
1868925696,2019-11-10,2
1855864615,2019-11-10,1
1930201922,2019-11-10,3
1926375713,2019-11-10,1
1916225718,2019-11-10,1
1916837385,2019-11-10,1
1931795032,2019-11-10,1
1851159718,2019-11-14,1
1932511822,2019-11-14,2
1851465475,2019-11-14,1
1932634788,2019-11-14,1
1853066304,2019-11-14,1
1920554549,2019-11-14,1
1923881916,2019-11-13,1
1858995829,2019-11-13,1
1870107911,2019-11-13,5
1924234786,2019-11-13,1
1922596105,2019-11-13,1
1873955997,2019-11-13,1
1921750875,2019-11-13,2
1910059891,2019-11-13,2
1914237719,2019-11-13,1
1867086995,2019-11-13,1
1932118753,2019-11-13,1
1839142023,2019-11-13,1
1932565149,2019-11-13,1
1931754706,2019-11-12,15
1855089114,2019-11-12,2
1926524281,2019-11-12,1
1854476090,2019-11-12,3
1862462848,2019-11-12,1
1879863010,2019-11-12,2
1918745162,2019-11-12,2
1931630314,2019-11-12,2
1866147228,2019-11-12,1
1932342808,2019-11-13,1
1847011253,2019-11-13,1
1931858114,2019-11-13,2
1918771719,2019-11-14,2
1873326777,2019-11-14,1
1925305410,2019-11-13,1
1921255801,2019-11-11,1
1931503064,2019-11-11,1
1928191988,2019-11-11,1
1931151082,2019-11-11,1
1931903100,2019-11-11,1
1931322009,2019-11-11,1
1876013757,2019-11-11,3
1931399600,2019-11-11,1
1859147255,2019-11-11,2
1931838688,2019-11-11,1
1847501008,2019-11-11,1
1932069459,2019-11-11,1
1931557907,2019-11-11,1
1846568450,2019-11-11,1
1852176033,2019-11-11,2
1932173806,2019-11-11,1
1847209478,2019-11-11,1
1930698592,2019-11-11,1
1931823042,2019-11-11,7
1916070196,2019-11-11,3
1911271177,2019-11-11,1
1846754970,2019-11-11,1
1859571042,2019-11-11,1
1914332881,2019-11-11,1
1920061868,2019-11-11,1
1932120974,2019-11-11,1
1918025160,2019-11-11,1
1918745162,2019-11-11,1
1923826881,2019-11-13,1
1922152509,2019-11-13,1
1864002797,2019-11-13,2
1843585705,2019-11-13,1
1931537580,2019-11-13,1
1853564385,2019-11-13,1
1914541187,2019-11-14,2
1928297806,2019-11-14,2
1910872710,2019-11-13,2
1919993753,2019-11-13,1
1923063301,2019-11-10,3
1923675195,2019-11-10,1
1852393774,2019-11-10,2
1922137213,2019-11-10,1
1854602451,2019-11-10,1
1928383135,2019-11-10,1
1923372451,2019-11-10,1
1929116256,2019-11-10,1
1930607683,2019-11-10,1
1930391076,2019-11-10,6
1931580043,2019-11-10,1
1919256924,2019-11-10,4
1921490374,2019-11-10,3
1850963059,2019-11-10,1
1860833478,2019-11-10,1
1926481909,2019-11-10,1
1869073779,2019-11-10,1
1931547375,2019-11-10,1
1915541520,2019-11-10,1
1931880432,2019-11-10,1
1927652667,2019-11-10,1
1927482513,2019-11-10,1
1921067124,2019-11-10,1
1931731173,2019-11-10,1
1915899603,2019-11-10,1
1931245607,2019-11-10,1
1865523317,2019-11-10,1
1871313371,2019-11-10,1
1923907662,2019-11-10,1
1929888860,2019-11-10,1
1865027819,2019-11-10,3
1861189006,2019-11-10,1
1931816847,2019-11-10,1
1932723665,2019-11-14,2
1925859965,2019-11-14,2
1932721945,2019-11-14,4
1921056831,2019-11-14,2
1914229723,2019-11-14,1
1920324185,2019-11-14,1
1921961334,2019-11-14,1
1910312661,2019-11-13,6
1855613813,2019-11-13,1
1865975988,2019-11-13,1
1920509561,2019-11-13,2
1932413493,2019-11-13,1
1932033897,2019-11-13,1
1931861235,2019-11-13,1
1868518204,2019-11-13,1
1931355277,2019-11-13,1
1931398009,2019-11-13,1
1865583482,2019-11-12,1
1930830991,2019-11-12,1
1931860364,2019-11-12,1
1866294793,2019-11-12,1
1923997497,2019-11-12,1
1870532286,2019-11-12,1
1932276202,2019-11-12,1
1925236432,2019-11-12,6
1932193158,2019-11-12,1
1932018600,2019-11-12,3
1923124980,2019-11-12,1
1923978340,2019-11-12,3
1932229461,2019-11-12,1
1844276819,2019-11-12,2
1868069612,2019-11-12,1
1931847168,2019-11-12,1
1930285825,2019-11-12,1
1915362540,2019-11-12,1
1849066838,2019-11-12,1
1918771719,2019-11-12,2
1931893491,2019-11-12,1
1927021767,2019-11-12,1
1875785767,2019-11-13,1
1870333301,2019-11-13,1
1875713428,2019-11-14,1
1925726448,2019-11-14,1
1932667004,2019-11-14,1
1932584260,2019-11-14,1
1924785413,2019-11-14,1
1930696531,2019-11-13,1
1872037273,2019-11-13,1
1931088876,2019-11-13,1
1932613618,2019-11-13,2
1915964320,2019-11-13,1
1864002797,2019-11-11,1
1867170749,2019-11-11,2
1920235852,2019-11-11,1
1932004679,2019-11-11,1
1932005419,2019-11-11,1
1925790936,2019-11-11,1
1915060963,2019-11-11,1
1913830340,2019-11-11,1
1928483808,2019-11-11,1
1924008756,2019-11-11,1
1932080812,2019-11-11,1
1852860068,2019-11-11,1
1932132728,2019-11-11,3
1849604337,2019-11-11,2
1932174789,2019-11-11,1
1931514091,2019-11-11,1
1923997497,2019-11-11,1
1877132788,2019-11-11,1
1931754706,2019-11-11,3
1917137889,2019-11-11,1
1860404781,2019-11-11,1
1919737391,2019-11-11,1
1845961504,2019-11-14,1
1921528689,2019-11-14,1
1861519562,2019-11-14,1
1867068591,2019-11-14,1
1837699802,2019-11-14,1
1854854237,2019-11-14,3
1932692975,2019-11-14,1
1927094784,2019-11-14,1
1932706542,2019-11-14,1
1932157725,2019-11-13,1
1932157324,2019-11-13,1
1851424296,2019-11-13,2
1915253787,2019-11-13,1
1931858114,2019-11-14,6
1923251110,2019-11-13,1
1866171078,2019-11-13,1
1919929946,2019-11-13,2
1859696956,2019-11-13,1
1929905513,2019-11-14,1
1915173845,2019-11-13,1
1932590777,2019-11-13,1
1932598569,2019-11-13,1
1850272151,2019-11-13,1
1845795158,2019-11-13,1
1847164680,2019-11-13,1
1857155380,2019-11-13,1
1923736289,2019-11-13,1
1920859143,2019-11-14,2
1922630766,2019-11-14,1
1854925121,2019-11-14,1
1923881916,2019-11-14,1
1932316495,2019-11-12,1
1931590919,2019-11-12,1
1926507511,2019-11-12,1
1925735012,2019-11-12,1
1930604534,2019-11-12,1
1924004778,2019-11-12,1
1913942477,2019-11-12,1
1931910568,2019-11-12,1
1854417868,2019-11-12,1
1868317288,2019-11-12,1
1927006875,2019-11-12,2
1847011704,2019-11-12,1
1927984653,2019-11-12,1
1854164154,2019-11-12,1
1912744748,2019-11-12,1
1923675195,2019-11-12,1
1931336898,2019-11-12,1
1932232509,2019-11-12,1
1921585675,2019-11-10,2
1922002733,2019-11-10,1
1870470775,2019-11-10,1
1925260305,2019-11-10,1
1926161982,2019-11-10,1
1923769061,2019-11-10,1
1863092644,2019-11-10,4
1931358054,2019-11-10,1
1840756941,2019-11-10,1
1931748660,2019-11-10,3
1857053094,2019-11-10,2
1931851261,2019-11-10,3
1926168779,2019-11-10,1
1927525438,2019-11-10,2
1928041769,2019-11-10,1
1858378512,2019-11-10,1
1927489840,2019-11-10,1
1848530283,2019-11-10,1
1847122239,2019-11-10,1
1847622172,2019-11-10,1
1929553093,2019-11-10,1
1928230556,2019-11-10,2
1851706717,2019-11-10,1
1875713428,2019-11-10,1
1879140913,2019-11-10,1
1862482931,2019-11-10,1
1845330408,2019-11-10,1
1854660573,2019-11-10,1
1918771719,2019-11-10,1
1924474003,2019-11-10,1
1857828158,2019-11-10,1
